timestamp,voltage_kv,current_a,oil_temperature_c,vibration_mm_s,oil_level_percent,load_factor_percent,ambient_temperature_c,fault_status
2023-02-03 16:00:00,235.05,149.1,76.0,0.43,94.8,61.2,25.1,Normal
2023-02-03 17:00:00,222.61,140.2,53.5,0.57,97.1,49.0,38.3,Normal
2023-02-03 18:00:00,242.49,150.9,59.9,0.78,91.0,75.3,26.8,Normal
2023-02-03 19:00:00,236.73,157.2,61.0,0.4,94.0,59.9,25.5,Normal
2023-02-03 20:00:00,227.18,120.1,75.0,0.45,91.2,72.5,25.7,Normal
2023-02-03 21:00:00,221.27,156.6,56.6,0.67,96.6,69.0,17.5,Normal
2023-02-03 22:00:00,229.48,162.3,64.8,0.48,95.2,65.9,21.6,Normal
2023-02-03 23:00:00,219.57,169.5,67.4,0.42,100.0,76.3,14.6,Normal
2023-02-04 00:00:00,234.28,158.0,68.2,0.46,96.4,71.1,30.6,Normal
2023-02-04 01:00:00,220.48,141.3,78.8,0.42,93.2,68.3,12.9,Normal
2023-02-04 02:00:00,218.96,145.4,66.1,0.49,94.6,75.6,35.2,Normal
2023-02-04 03:00:00,229.05,138.5,62.8,0.56,99.2,65.6,26.0,Normal
2023-02-04 04:00:00,227.71,155.2,75.2,0.51,79.2,92.3,25.4,Warning
2023-02-04 05:00:00,231.01,149.6,57.2,0.5,91.3,95.9,11.4,Normal
2023-02-04 06:00:00,229.02,129.2,69.6,0.47,93.4,87.8,25.3,Normal
2023-02-04 07:00:00,229.13,155.5,61.0,0.82,86.4,97.5,29.0,Warning
2023-02-04 08:00:00,212.46,171.3,118.3,1.45,85.6,74.1,39.6,Critical
2023-02-04 09:00:00,223.49,159.0,62.2,0.5,97.1,56.5,18.2,Normal
2023-02-04 10:00:00,232.29,192.0,63.9,0.56,94.7,104.1,7.5,Normal
2023-02-04 11:00:00,230.47,117.5,44.9,0.53,95.4,70.7,23.9,Normal
2023-02-04 12:00:00,245.49,144.8,69.1,0.44,95.9,71.4,20.9,Normal
2023-02-04 13:00:00,239.55,209.4,76.4,0.34,86.2,120.0,27.2,Warning
2023-02-04 14:00:00,233.83,216.0,77.2,0.63,75.8,98.7,20.2,Warning
2023-02-04 15:00:00,230.88,125.0,62.9,0.5,95.8,58.3,37.0,Normal
2023-02-04 16:00:00,227.02,116.5,64.1,0.5,95.5,95.4,22.6,Normal
2023-02-04 17:00:00,229.4,127.9,71.6,0.52,93.7,46.4,39.4,Normal
2023-02-04 18:00:00,223.86,138.2,67.9,0.38,90.5,43.1,32.2,Normal
2023-02-04 19:00:00,227.27,208.5,57.0,0.41,93.3,78.6,20.3,Normal
2023-02-04 20:00:00,233.06,130.4,53.9,0.32,88.3,67.2,22.0,Normal
2023-02-04 21:00:00,226.84,174.9,74.8,0.47,89.6,66.5,19.0,Normal
2023-02-04 22:00:00,226.71,136.0,59.8,0.46,93.1,78.1,28.6,Normal
2023-02-04 23:00:00,200.0,258.1,75.3,1.01,83.0,74.6,39.8,Critical
2023-02-05 00:00:00,217.98,177.8,70.4,0.35,90.6,100.1,17.6,Normal
2023-02-05 01:00:00,225.83,104.7,62.2,0.48,97.1,54.0,9.8,Normal
2023-02-05 02:00:00,232.25,170.1,52.4,0.61,95.1,91.4,24.3,Normal
2023-02-05 03:00:00,204.82,176.2,85.6,0.62,86.1,81.5,-4.8,Warning
2023-02-05 04:00:00,238.37,157.5,80.1,0.78,94.3,93.1,27.2,Warning
2023-02-05 05:00:00,217.85,199.9,56.3,0.93,82.5,110.0,31.9,Warning
2023-02-05 06:00:00,233.22,151.6,51.0,0.41,97.0,77.5,36.8,Normal
2023-02-05 07:00:00,232.02,130.7,58.6,0.51,88.1,100.1,29.4,Normal
2023-02-05 08:00:00,236.14,118.4,75.0,0.72,91.0,86.6,25.0,Normal
2023-02-05 09:00:00,222.28,159.9,71.7,0.44,98.5,50.0,10.1,Normal
2023-02-05 10:00:00,226.09,180.6,67.8,0.96,90.7,102.2,28.5,Warning
2023-02-05 11:00:00,233.01,141.1,81.4,0.42,100.0,75.5,11.2,Normal
2023-02-05 12:00:00,236.84,152.5,71.8,0.62,96.0,66.1,34.8,Normal
2023-02-05 13:00:00,230.0,163.7,47.8,0.54,93.1,99.8,31.2,Normal
2023-02-05 14:00:00,226.92,192.2,65.0,1.12,98.0,92.9,49.1,Warning
2023-02-05 15:00:00,203.17,196.1,90.6,1.63,76.8,108.4,39.6,Critical
2023-02-05 16:00:00,225.01,160.4,71.9,0.52,98.5,56.7,29.7,Normal
2023-02-05 17:00:00,224.15,127.7,60.0,0.41,93.4,71.8,33.4,Normal
2023-02-05 18:00:00,228.39,118.3,74.1,0.42,94.8,81.7,27.0,Normal
2023-02-05 19:00:00,235.47,159.6,58.1,0.72,95.6,72.8,34.6,Normal
2023-02-05 20:00:00,227.0,190.0,99.9,0.74,86.4,87.3,42.9,Warning
2023-02-05 21:00:00,222.47,110.7,60.3,0.34,93.7,82.5,16.1,Normal
2023-02-05 22:00:00,222.87,151.4,71.9,0.33,97.5,87.3,34.5,Normal
2023-02-05 23:00:00,234.75,235.1,71.4,0.82,85.9,85.0,48.4,Warning
2023-02-06 00:00:00,223.27,132.8,76.0,0.6,93.9,87.8,28.4,Normal
2023-02-06 01:00:00,237.5,151.5,73.2,0.76,96.8,75.7,32.2,Normal
2023-02-06 02:00:00,228.17,197.8,66.4,0.47,92.5,91.5,33.7,Normal
2023-02-06 03:00:00,227.51,161.5,52.9,0.52,96.4,100.6,17.3,Normal
2023-02-06 04:00:00,223.61,132.1,54.3,0.63,99.6,79.8,37.2,Normal
2023-02-06 05:00:00,230.67,148.1,62.3,0.47,90.4,79.0,24.6,Normal
2023-02-06 06:00:00,233.73,151.9,63.7,0.41,95.2,86.1,13.6,Normal
2023-02-06 07:00:00,230.44,154.7,59.3,0.44,95.7,58.0,28.5,Normal
2023-02-06 08:00:00,225.52,171.3,83.7,0.41,96.6,64.1,35.4,Normal
2023-02-06 09:00:00,223.67,159.6,58.0,0.48,91.9,87.3,16.6,Normal
2023-02-06 10:00:00,229.42,171.4,73.9,0.83,84.2,89.2,48.4,Warning
2023-02-06 11:00:00,226.11,173.4,77.0,0.42,90.6,79.5,19.5,Normal
2023-02-06 12:00:00,239.34,150.7,58.6,0.39,98.3,66.4,25.4,Normal
2023-02-06 13:00:00,232.65,167.9,74.5,0.8,91.4,96.8,27.4,Warning
2023-02-06 14:00:00,230.32,142.6,53.2,0.53,100.0,61.7,17.3,Normal
2023-02-06 15:00:00,225.65,164.5,68.6,0.48,92.2,76.4,9.4,Normal
2023-02-06 16:00:00,230.72,167.4,55.0,0.35,99.7,65.8,36.4,Normal
2023-02-06 17:00:00,229.23,146.8,68.5,0.41,95.4,69.3,11.8,Normal
2023-02-06 18:00:00,231.69,144.7,63.7,0.38,99.8,88.2,34.6,Normal
2023-02-06 19:00:00,222.56,136.8,94.5,0.79,84.3,93.3,44.0,Warning
2023-02-06 20:00:00,224.82,212.0,85.8,0.58,84.6,104.2,-2.6,Warning
2023-02-06 21:00:00,229.25,121.4,61.2,0.47,93.9,66.7,14.0,Normal
2023-02-06 22:00:00,241.46,187.3,55.7,0.66,93.8,76.9,24.4,Normal
2023-02-06 23:00:00,226.7,169.7,66.0,0.45,91.1,61.6,8.6,Normal
2023-02-07 00:00:00,230.06,126.1,62.9,0.64,98.6,74.5,24.1,Normal
2023-02-07 01:00:00,239.4,160.4,62.4,0.36,96.2,87.4,18.7,Normal
2023-02-07 02:00:00,231.46,142.7,63.5,0.25,94.3,89.5,18.7,Normal
2023-02-07 03:00:00,230.26,134.9,67.9,0.48,92.2,95.0,34.3,Normal
2023-02-07 04:00:00,226.98,160.0,69.3,0.56,89.9,90.1,19.3,Normal
2023-02-07 05:00:00,222.14,245.9,78.0,0.72,77.0,112.8,13.9,Warning
2023-02-07 06:00:00,224.98,143.4,76.3,0.58,94.5,79.6,19.0,Normal
2023-02-07 07:00:00,230.7,151.5,72.8,0.6,96.5,69.6,32.4,Normal
2023-02-07 08:00:00,229.54,128.4,61.8,0.51,97.7,72.2,12.9,Normal
2023-02-07 09:00:00,230.28,152.3,66.5,0.59,98.1,66.1,18.8,Normal
2023-02-07 10:00:00,224.8,164.0,76.6,0.47,94.3,97.0,30.1,Normal
2023-02-07 11:00:00,232.18,126.2,70.4,0.41,91.6,69.8,19.1,Normal
2023-02-07 12:00:00,207.34,176.8,104.4,1.84,70.0,119.5,22.8,Critical
2023-02-07 13:00:00,234.28,148.6,65.2,0.48,98.6,56.4,31.1,Normal
2023-02-07 14:00:00,223.22,241.5,120.0,1.34,87.7,92.3,50.0,Critical
2023-02-07 15:00:00,229.96,142.2,75.4,0.45,90.8,67.2,31.2,Normal
2023-02-07 16:00:00,236.96,152.2,75.5,0.36,93.7,70.7,23.9,Normal
2023-02-07 17:00:00,230.42,163.8,61.4,0.51,94.9,61.1,23.9,Normal
2023-02-07 18:00:00,229.28,146.7,65.3,0.51,93.7,94.1,13.3,Normal
2023-02-07 19:00:00,226.4,205.6,56.7,0.36,97.2,43.8,22.6,Normal
2023-02-07 20:00:00,240.73,119.1,49.1,0.35,97.7,91.9,19.9,Normal
2023-02-07 21:00:00,233.42,177.8,79.3,0.48,88.1,62.7,20.7,Normal
2023-02-07 22:00:00,228.71,146.2,74.0,0.63,94.5,91.5,28.6,Normal
2023-02-07 23:00:00,225.52,202.7,75.7,1.21,80.8,74.7,28.5,Warning
2023-02-08 00:00:00,232.2,175.4,64.8,0.36,97.5,86.3,5.6,Normal
2023-02-08 01:00:00,229.98,118.2,59.7,0.41,97.4,76.8,12.1,Normal
2023-02-08 02:00:00,234.4,121.3,67.6,0.42,93.9,82.6,30.2,Normal
2023-02-08 03:00:00,236.68,148.4,67.5,0.46,95.5,81.6,24.0,Normal
2023-02-08 04:00:00,220.98,156.6,67.9,0.43,91.1,97.1,29.9,Normal
2023-02-08 05:00:00,228.85,127.3,58.4,0.63,95.4,66.7,30.1,Normal
2023-02-08 06:00:00,225.93,180.0,75.8,0.45,93.1,35.7,10.2,Normal
2023-02-08 07:00:00,223.3,152.7,62.4,0.37,94.2,82.6,30.3,Normal
2023-02-08 08:00:00,220.5,147.4,53.9,0.59,97.4,61.5,17.3,Normal
2023-02-08 09:00:00,221.31,123.7,78.4,0.75,92.9,63.0,22.6,Warning
2023-02-08 10:00:00,222.47,129.9,55.5,0.6,92.9,76.9,21.2,Normal
2023-02-08 11:00:00,214.84,175.8,81.0,0.56,92.0,68.0,24.2,Warning
2023-02-08 12:00:00,232.65,136.7,65.3,0.47,95.4,39.3,6.7,Normal
2023-02-08 13:00:00,233.08,170.7,57.7,0.48,95.9,85.4,4.7,Normal
2023-02-08 14:00:00,225.57,143.3,70.6,0.75,94.3,53.9,29.0,Normal
2023-02-08 15:00:00,236.6,152.2,57.7,0.6,97.0,59.6,28.8,Normal
2023-02-08 16:00:00,234.99,173.6,64.5,0.46,98.7,56.8,29.4,Normal
2023-02-08 17:00:00,223.15,171.3,62.9,0.63,96.5,56.7,39.2,Normal
2023-02-08 18:00:00,237.76,167.6,58.9,0.47,95.4,64.4,41.9,Normal
2023-02-08 19:00:00,230.72,95.9,67.7,0.47,94.8,69.5,33.1,Normal
2023-02-08 20:00:00,235.6,155.7,62.3,0.5,95.1,63.0,30.8,Normal
2023-02-08 21:00:00,232.3,180.8,75.0,0.43,97.5,60.7,32.0,Normal
2023-02-08 22:00:00,227.42,129.5,67.2,0.23,89.7,72.3,25.8,Normal
2023-02-08 23:00:00,205.57,172.6,77.7,1.62,84.7,94.6,50.0,Critical
2023-02-09 00:00:00,231.99,135.1,62.8,0.36,94.7,91.7,31.9,Normal
2023-02-09 01:00:00,236.22,172.4,88.5,0.76,95.4,84.6,38.5,Warning
2023-02-09 02:00:00,236.8,175.2,77.2,1.06,87.3,58.6,50.0,Warning
2023-02-09 03:00:00,227.65,153.2,74.2,0.44,92.0,78.8,7.1,Normal
2023-02-09 04:00:00,222.7,186.1,72.3,0.49,96.0,87.1,47.2,Warning
2023-02-09 05:00:00,228.7,132.4,67.2,0.48,91.5,97.0,18.8,Normal
2023-02-09 06:00:00,210.28,213.2,70.0,0.68,79.2,119.8,14.5,Warning
2023-02-09 07:00:00,230.29,168.3,68.4,0.49,89.9,62.9,26.9,Normal
2023-02-09 08:00:00,226.06,154.1,70.5,0.6,91.3,107.9,32.7,Normal
2023-02-09 09:00:00,229.99,171.8,83.9,0.36,94.3,39.3,26.9,Normal
2023-02-09 10:00:00,214.38,218.8,80.2,0.89,83.0,120.0,26.1,Critical
2023-02-09 11:00:00,232.2,118.6,68.7,0.46,92.7,63.6,21.1,Normal
2023-02-09 12:00:00,214.59,180.6,84.0,1.49,71.2,120.0,22.2,Critical
2023-02-09 13:00:00,219.64,155.5,93.0,0.91,83.3,107.1,32.4,Warning
2023-02-09 14:00:00,231.29,143.1,59.0,0.53,93.4,102.3,12.3,Normal
2023-02-09 15:00:00,228.43,216.7,94.5,1.75,75.0,116.6,-5.6,Critical
2023-02-09 16:00:00,201.36,192.3,71.2,1.44,83.1,112.6,38.6,Critical
2023-02-09 17:00:00,219.67,189.2,76.2,0.99,91.9,85.6,19.2,Warning
2023-02-09 18:00:00,226.74,139.0,62.5,0.53,97.1,74.2,25.2,Normal
2023-02-09 19:00:00,230.72,139.7,57.6,0.32,92.9,82.1,18.0,Normal
2023-02-09 20:00:00,228.81,159.3,69.2,0.39,98.0,91.9,13.7,Normal
2023-02-09 21:00:00,225.88,173.8,63.8,0.28,90.8,71.3,13.4,Normal
2023-02-09 22:00:00,227.93,150.6,76.7,0.47,98.2,96.4,39.3,Normal
2023-02-09 23:00:00,231.42,110.7,68.7,0.6,94.8,101.2,33.6,Normal
2023-02-10 00:00:00,232.84,171.7,67.7,0.25,93.5,93.0,16.9,Normal
2023-02-10 01:00:00,228.88,129.1,79.3,0.67,92.3,77.2,18.2,Normal
2023-02-10 02:00:00,229.92,192.7,83.1,0.87,100.0,64.4,9.5,Warning
2023-02-10 03:00:00,221.86,140.8,60.1,0.6,83.4,65.9,36.2,Warning
2023-02-10 04:00:00,227.47,146.4,72.2,0.42,94.2,80.5,5.6,Normal
2023-02-10 05:00:00,218.08,156.9,68.9,0.71,95.5,87.3,23.0,Normal
2023-02-10 06:00:00,231.49,183.3,48.0,0.54,100.0,79.2,41.5,Normal
2023-02-10 07:00:00,219.97,179.2,75.3,0.36,82.2,63.1,39.9,Warning
2023-02-10 08:00:00,234.36,156.5,71.6,0.48,98.6,75.1,25.6,Normal
2023-02-10 09:00:00,222.88,197.1,70.8,1.0,82.3,63.0,38.2,Warning
2023-02-10 10:00:00,229.56,140.9,72.1,0.44,94.4,96.0,40.4,Normal
2023-02-10 11:00:00,237.86,144.4,74.8,0.41,92.3,39.7,41.7,Normal
2023-02-10 12:00:00,218.09,176.8,65.9,0.94,86.1,58.9,35.3,Warning
2023-02-10 13:00:00,213.53,159.1,53.9,0.52,88.9,45.7,12.2,Warning
2023-02-10 14:00:00,229.99,139.1,80.9,0.68,92.4,83.4,32.5,Normal
2023-02-10 15:00:00,227.01,120.1,64.9,0.48,93.7,81.6,17.5,Normal
2023-02-10 16:00:00,224.24,152.2,68.1,0.38,97.8,48.4,19.2,Normal
2023-02-10 17:00:00,222.94,164.1,69.3,1.17,83.7,120.0,35.2,Warning
2023-02-10 18:00:00,230.46,159.5,85.2,0.4,91.6,63.7,25.3,Normal
2023-02-10 19:00:00,221.37,150.4,78.5,0.52,94.1,65.7,34.0,Normal
2023-02-10 20:00:00,225.87,186.9,80.5,0.53,95.0,90.5,35.9,Normal
2023-02-10 21:00:00,218.55,166.8,61.8,0.88,91.3,58.0,24.5,Warning
2023-02-10 22:00:00,223.26,132.0,69.4,0.43,94.1,50.6,26.9,Normal
2023-02-10 23:00:00,229.78,135.4,63.5,0.52,92.6,52.9,43.1,Normal
2023-02-11 00:00:00,226.83,148.1,73.1,0.85,91.3,81.7,17.9,Normal
2023-02-11 01:00:00,227.31,135.6,56.0,0.5,90.6,89.2,25.6,Normal
2023-02-11 02:00:00,228.38,168.3,71.3,0.86,82.2,77.8,19.7,Warning
2023-02-11 03:00:00,225.55,107.8,75.7,0.43,98.5,91.0,12.1,Normal
2023-02-11 04:00:00,224.56,201.2,79.0,0.5,95.8,65.5,29.3,Normal
2023-02-11 05:00:00,226.41,109.4,54.4,0.5,91.6,74.0,14.3,Normal
2023-02-11 06:00:00,226.09,167.1,67.0,0.5,97.6,82.2,39.5,Normal
2023-02-11 07:00:00,227.7,141.4,54.6,0.46,97.9,94.5,34.6,Normal
2023-02-11 08:00:00,221.03,171.7,50.3,0.59,93.9,85.5,11.7,Normal
2023-02-11 09:00:00,235.86,120.7,59.7,0.4,89.7,76.4,43.1,Normal
2023-02-11 10:00:00,242.0,222.9,106.8,1.57,84.0,86.4,37.9,Critical
2023-02-11 11:00:00,232.69,138.4,64.4,0.49,97.5,59.0,24.5,Normal
2023-02-11 12:00:00,239.56,173.3,75.8,0.5,96.0,90.0,40.6,Normal
2023-02-11 13:00:00,220.24,123.7,75.5,0.47,93.0,56.2,19.4,Normal
2023-02-11 14:00:00,200.0,282.7,89.7,1.48,84.7,119.1,49.2,Critical
2023-02-11 15:00:00,233.59,164.2,72.0,0.95,85.4,84.9,34.8,Warning
2023-02-11 16:00:00,233.93,114.4,70.7,0.48,97.1,86.7,41.1,Normal
2023-02-11 17:00:00,236.77,176.9,76.5,0.53,95.1,88.1,32.3,Normal
2023-02-11 18:00:00,228.45,158.1,64.7,0.41,98.9,75.8,45.5,Normal
2023-02-11 19:00:00,200.0,203.3,90.5,1.84,83.2,102.8,18.1,Critical
2023-02-11 20:00:00,224.22,156.5,54.1,0.45,96.5,60.3,41.1,Normal
2023-02-11 21:00:00,236.12,118.6,57.5,0.27,92.7,86.5,20.9,Normal
2023-02-11 22:00:00,232.3,119.6,71.4,0.44,95.0,73.6,12.3,Normal
2023-02-11 23:00:00,224.23,169.4,68.2,0.61,96.0,77.1,7.7,Normal
2023-02-12 00:00:00,222.84,179.3,94.5,0.94,95.7,97.0,21.5,Warning
2023-02-12 01:00:00,230.59,154.7,57.5,0.46,94.4,99.1,4.2,Normal
2023-02-12 02:00:00,236.03,131.3,54.0,0.62,97.2,93.8,33.0,Normal
2023-02-12 03:00:00,240.3,161.2,63.7,0.53,98.7,63.3,18.5,Normal
2023-02-12 04:00:00,228.46,107.9,66.1,0.31,95.2,88.0,20.2,Normal
2023-02-12 05:00:00,238.39,120.8,74.5,0.57,89.9,115.7,24.4,Normal
2023-02-12 06:00:00,225.61,121.9,63.2,0.49,95.3,70.5,31.3,Normal
2023-02-12 07:00:00,228.06,111.3,63.8,0.26,96.1,60.3,26.6,Normal
2023-02-12 08:00:00,236.57,131.0,73.5,0.46,100.0,69.5,16.6,Normal
2023-02-12 09:00:00,233.44,141.3,58.3,0.45,94.9,95.1,5.7,Normal
2023-02-12 10:00:00,230.12,162.5,66.5,0.63,94.8,72.2,30.9,Normal
2023-02-12 11:00:00,230.5,142.2,69.1,0.43,93.2,67.1,38.5,Normal
2023-02-12 12:00:00,213.89,157.9,65.3,0.33,95.9,82.1,30.9,Normal
2023-02-12 13:00:00,216.74,177.3,59.1,0.57,97.2,61.8,31.6,Normal
2023-02-12 14:00:00,221.92,128.2,86.7,0.64,83.7,76.9,33.3,Warning
2023-02-12 15:00:00,229.71,161.0,54.3,0.43,94.7,103.5,23.9,Normal
2023-02-12 16:00:00,235.43,150.8,61.1,0.48,94.5,84.1,38.7,Normal
2023-02-12 17:00:00,227.88,209.7,65.4,0.72,84.4,91.3,25.7,Warning
2023-02-12 18:00:00,233.65,131.4,65.3,0.57,88.8,106.8,22.2,Normal
2023-02-12 19:00:00,208.8,184.0,75.3,0.78,93.0,99.9,33.6,Warning
2023-02-12 20:00:00,232.25,147.9,79.2,0.35,95.4,76.0,33.1,Normal
2023-02-12 21:00:00,225.78,115.1,66.3,0.53,99.5,55.9,36.5,Normal
2023-02-12 22:00:00,241.84,142.4,54.7,0.46,95.0,83.5,19.1,Normal
2023-02-12 23:00:00,237.78,127.7,51.1,0.61,88.2,71.9,50.0,Normal
2023-02-13 00:00:00,229.94,127.6,64.5,0.49,95.5,84.9,14.6,Normal
2023-02-13 01:00:00,238.44,154.9,70.8,0.44,98.9,71.1,27.8,Normal
2023-02-13 02:00:00,225.33,130.1,70.5,0.46,92.4,65.4,32.0,Normal
2023-02-13 03:00:00,226.85,147.6,65.1,0.31,90.6,80.0,17.6,Normal
2023-02-13 04:00:00,235.28,169.3,70.8,0.68,94.8,84.7,19.2,Normal
2023-02-13 05:00:00,242.26,189.7,65.1,0.54,99.1,72.8,18.4,Normal
2023-02-13 06:00:00,234.37,151.6,66.5,0.42,89.8,78.5,34.0,Normal
2023-02-13 07:00:00,228.87,178.7,59.4,0.39,94.8,73.8,32.7,Normal
2023-02-13 08:00:00,226.13,177.4,80.7,0.5,98.7,59.2,35.8,Normal
2023-02-13 09:00:00,235.24,167.3,64.9,0.2,93.1,65.6,15.2,Normal
2023-02-13 10:00:00,230.61,141.6,58.4,0.39,92.9,91.8,18.4,Normal
2023-02-13 11:00:00,227.43,140.9,67.7,0.55,85.9,90.3,39.4,Normal
2023-02-13 12:00:00,224.75,130.6,61.4,0.42,95.7,45.8,13.8,Normal
2023-02-13 13:00:00,237.7,131.4,74.9,0.54,89.6,84.5,23.8,Normal
2023-02-13 14:00:00,227.72,154.9,68.8,0.57,98.5,81.1,11.2,Normal
2023-02-13 15:00:00,227.63,208.9,70.8,0.74,99.2,78.6,28.0,Normal
2023-02-13 16:00:00,224.71,136.6,75.2,1.04,85.0,93.2,40.2,Warning
2023-02-13 17:00:00,225.45,141.0,56.9,0.42,91.1,61.5,39.2,Normal
2023-02-13 18:00:00,225.42,152.5,61.0,0.62,98.9,88.0,28.1,Normal
2023-02-13 19:00:00,223.15,150.2,94.4,0.65,91.3,106.2,23.3,Warning
2023-02-13 20:00:00,235.19,165.3,78.8,0.45,91.1,67.4,27.1,Normal
2023-02-13 21:00:00,230.29,142.1,49.7,0.55,100.0,82.0,31.1,Normal
2023-02-13 22:00:00,216.87,231.9,104.0,1.62,77.5,75.1,31.3,Critical
2023-02-13 23:00:00,231.57,143.7,67.5,0.54,97.5,94.2,25.8,Normal
2023-02-14 00:00:00,223.46,143.1,65.4,0.32,99.2,77.1,28.8,Normal
2023-02-14 01:00:00,236.83,137.4,69.6,0.49,94.4,63.4,41.7,Normal
2023-02-14 02:00:00,228.12,164.0,50.0,0.62,98.2,76.5,22.7,Normal
2023-02-14 03:00:00,232.0,195.8,50.9,0.58,92.3,74.7,22.5,Normal
2023-02-14 04:00:00,221.57,179.7,63.7,1.01,79.0,95.8,26.1,Warning
2023-02-14 05:00:00,224.15,154.0,52.5,0.5,90.7,81.9,15.8,Normal
2023-02-14 06:00:00,227.75,155.9,58.8,0.49,90.5,84.5,42.6,Normal
2023-02-14 07:00:00,243.96,151.8,71.3,0.32,99.5,86.6,20.2,Normal
2023-02-14 08:00:00,236.19,144.9,61.3,0.55,91.8,90.3,14.4,Normal
2023-02-14 09:00:00,224.75,131.8,71.1,0.44,91.0,65.9,24.7,Normal
2023-02-14 10:00:00,224.1,127.0,81.9,0.41,94.0,69.5,20.8,Normal
2023-02-14 11:00:00,233.11,169.0,62.6,0.38,98.8,73.6,42.3,Normal
2023-02-14 12:00:00,218.77,153.9,80.3,0.46,94.3,79.4,19.4,Normal
2023-02-14 13:00:00,206.26,209.9,80.6,1.87,83.7,101.3,47.1,Critical
2023-02-14 14:00:00,228.68,134.5,60.2,0.5,91.8,67.5,19.8,Normal
2023-02-14 15:00:00,240.62,94.5,63.6,0.67,95.4,86.3,26.0,Normal
2023-02-14 16:00:00,226.66,105.2,66.6,0.42,92.6,67.5,42.4,Normal
2023-02-14 17:00:00,242.02,154.3,61.3,0.38,96.4,101.7,22.5,Normal
2023-02-14 18:00:00,218.11,163.4,72.9,0.34,95.5,81.8,24.3,Normal
2023-02-14 19:00:00,218.67,205.4,71.0,0.5,77.8,110.2,37.4,Warning
2023-02-14 20:00:00,230.44,141.2,60.8,0.39,93.7,43.2,17.6,Normal
2023-02-14 21:00:00,228.45,162.2,64.7,0.58,99.0,90.9,29.7,Normal
2023-02-14 22:00:00,230.06,130.4,70.9,0.67,96.0,103.8,9.7,Normal
2023-02-14 23:00:00,224.23,167.1,67.1,0.63,95.0,62.0,22.9,Normal
2023-02-15 00:00:00,222.34,127.4,72.8,0.59,96.1,49.2,21.4,Normal
2023-02-15 01:00:00,223.88,173.5,60.3,0.39,95.1,65.4,39.8,Normal
2023-02-15 02:00:00,226.33,122.0,47.8,0.5,93.3,53.6,36.9,Normal
2023-02-15 03:00:00,233.34,149.4,75.9,0.57,92.5,59.4,33.2,Normal
2023-02-15 04:00:00,231.98,153.4,58.2,0.56,92.7,73.5,39.5,Normal
2023-02-15 05:00:00,226.7,118.5,56.6,0.6,95.8,73.1,19.9,Normal
2023-02-15 06:00:00,232.43,133.0,67.4,0.43,92.3,65.4,21.2,Normal
2023-02-15 07:00:00,229.76,154.7,40.0,0.42,93.8,97.6,14.2,Normal
2023-02-15 08:00:00,230.81,179.9,54.5,0.54,92.6,67.4,17.0,Normal
2023-02-15 09:00:00,226.34,204.4,71.8,0.61,96.5,50.9,28.9,Normal
2023-02-15 10:00:00,233.58,158.7,84.7,0.94,97.3,76.6,16.8,Warning
2023-02-15 11:00:00,228.19,178.7,50.4,0.29,95.3,68.4,25.1,Normal
2023-02-15 12:00:00,232.56,166.2,56.3,1.21,83.0,63.8,43.2,Warning
2023-02-15 13:00:00,228.08,148.7,68.9,0.61,94.0,97.8,3.6,Normal
2023-02-15 14:00:00,233.8,133.2,76.0,0.51,93.0,84.9,33.9,Normal
2023-02-15 15:00:00,233.21,129.4,61.1,0.5,94.9,86.2,4.9,Normal
2023-02-15 16:00:00,227.67,172.8,66.6,0.65,86.9,30.0,21.6,Warning
2023-02-15 17:00:00,225.62,160.7,58.6,0.48,99.6,89.9,34.0,Normal
2023-02-15 18:00:00,227.5,160.9,63.1,0.48,96.2,66.0,39.9,Normal
2023-02-15 19:00:00,229.2,162.4,76.6,0.6,90.8,81.7,33.5,Normal
2023-02-15 20:00:00,234.46,127.7,59.7,0.6,92.7,70.5,40.8,Normal
2023-02-15 21:00:00,229.76,135.5,58.0,0.53,91.0,71.3,28.3,Normal
2023-02-15 22:00:00,236.5,163.4,59.3,0.62,94.1,56.5,23.3,Normal
2023-02-15 23:00:00,237.19,153.3,65.1,0.66,90.7,55.7,8.8,Normal
2023-02-16 00:00:00,231.86,153.3,77.3,0.52,93.8,75.0,26.2,Normal
2023-02-16 01:00:00,211.63,247.8,80.2,0.84,91.1,99.2,28.3,Warning
2023-02-16 02:00:00,226.84,162.0,68.1,0.42,99.3,79.4,32.3,Normal
2023-02-16 03:00:00,226.7,220.7,94.8,1.74,74.2,96.4,36.9,Critical
2023-02-16 04:00:00,225.22,196.4,53.7,0.37,98.9,85.7,14.7,Normal
2023-02-16 05:00:00,233.04,179.4,64.8,0.76,89.8,85.4,36.7,Normal
2023-02-16 06:00:00,234.46,145.9,62.7,0.54,97.4,84.0,35.4,Normal
2023-02-16 07:00:00,224.91,145.4,57.5,0.46,98.0,76.6,50.0,Normal
2023-02-16 08:00:00,230.97,151.2,65.8,0.44,94.8,91.9,26.1,Normal
2023-02-16 09:00:00,226.03,131.5,61.4,0.51,98.6,54.9,21.8,Normal
2023-02-16 10:00:00,230.72,113.3,58.3,0.43,92.6,77.9,23.4,Normal
2023-02-16 11:00:00,220.56,190.7,92.2,1.13,78.4,96.5,27.9,Warning
2023-02-16 12:00:00,230.78,142.0,65.9,0.52,93.3,61.6,20.5,Normal
